a,b,c,Lmax,k_learning,n,Gmax,growth_rate,Subphylum,R2,RMSE,AIC,Species
0.2511842548273943,0.0774507827581379,1.9966157520947727e-12,0.9999999999914928,16.406134257748832,0.5403882274498599,0.29925296326107165,2.5730159714334064e-11,VertMammal,0.927437447821911,0.001638751660933077,-12.607547543527595,Tundra vole (Microtus oeconomus)
0.4946820701988405,0.02347812288356677,2.696127687628569e-12,0.04277332116280173,2.970034570755706,0.9780133071144839,0.999999999994578,0.025893538786180927,Invertebrate,0.9969707359091935,0.0017273895328853237,-68.5584052205387,Nematode worm (Caenorhabditis elegans)
0.6135221521627582,0.06266595460296055,3.729564844017492e-12,0.9999999999994671,13.113931987081315,0.3318226652002548,0.9999999999997573,0.6420363338624421,VertNonMammal,0.5978604937254335,0.06348813844599495,17.45754783552198,Freshwater crocodile (Crocodylus johnsoni)
0.15324261726941926,0.74537765342165,0.2247111543339827,0.9007761478568811,1.7082436403225296,8.017315452949747,0.0005120582582690944,0.24919457734229106,PlantNonTree,1.0,7.603074530515155e-27,-213.2134709418177,Hypericum (Hypericum cumulicola)
0.15373557289785822,0.012291823565817594,0.7350025038922468,0.5794405594097043,0.7587424468438257,0.008536026396768648,0.5193233366796807,0.034134581835236766,PlantNonTree,0.9999999908842719,7.854388849556162e-11,-106.57691895108498,Armed saltbush (Atriplex acanthocarpa)
0.5220082997950674,6.165794427541748e-13,0.0063263082646500286,0.30945740882897815,2.006101236217031,2.2706776614949145,6.283472424710312e-12,0.6934444437851078,VertMammal,0.9441924776307213,0.0015008644607014641,-5.983021779988988,Yellow-bellied marmot (Marmota flaviventris)
0.1495280709401042,0.002797001206728066,2.853471275605955e-17,0.03587900149247891,15.27427414749806,0.22724179044116974,0.11736712928460777,0.8329479635760976,PlantNonTree,0.9917179779091317,0.0002562768655743878,-478.2551364052001,Geonoma palm (Geonoma orbignyana)
0.037411152907940635,0.30952800631087135,0.233781673575185,0.36936130499576175,5.438061443742211,9.999999999954488,0.05524780243913872,0.999999999969859,PlantNonTree,0.8914323724939726,0.006399915203011354,-3.9223412464197587,Yellow cryptantha (Cryptantha flava)
0.004994561339648566,0.08752358070796493,4.544645253195357e-22,0.03966564689191268,25.28199137261053,9.999977045354365,5.418777118155969e-28,0.1612994550755483,Invertebrate,0.4788563691756965,0.36076081108830976,101.46183679094872,Water flea (Daphnia longispina)
0.03990972867816061,0.25606454741625767,0.49622988458036943,0.20261320175077305,1.7091279687777094,3.23843047065293,0.6021708652470958,2.019184578125381e-12,VertMammal,0.9702041686611136,0.0019225815857882664,-18.16209353734468,Soay sheep (Ovis aries)
0.10693334125892286,0.0892643410878727,0.014574568356886244,0.24397283153450167,7.410782784970954,0.0010804238824804247,1.6976076574108792e-06,0.14508068387567963,VertMammal,0.864406173803324,0.1414594093210275,30.11415365498009,Red deer (Cervus elaphus)
0.07521558920472254,0.16086974119754374,0.0198238356898052,0.19087867435766775,4.671584736754738,0.0018380951241056592,0.0017429323841695145,0.04545434936338789,VertMammal,0.861119840338488,0.19463004753024485,30.41466822267853,Roe deer (Capreolus capreolus)
0.5100230696343137,0.00875684763293539,1.6130327573046971e-12,0.9999999999965847,15.569612118307424,5.803560116034864e-14,0.018982375958660976,8.208973561165223e-13,Invertebrate,0.7844352001037194,0.03538023393525183,-0.11919717718171796,Human louse (Pediculus humanus)
0.4620720795299288,0.048728685430182765,0.05873162389045968,0.045406329531587214,6.9104124781527005,9.999999999999998,0.7280285748216102,0.9083907886420929,VertMammal,0.9505764159982069,0.004051783946890292,-18.719372320409953,Lion (Panthera leo)
0.41350548951708577,8.631313595283663e-28,0.3902691000423724,0.3977354713760027,1.2274404054330805,1.0119290577595221,0.6564301679878435,0.06694468234526159,PlantTree,0.9998080413351635,1.7381358834577888e-05,-170.811409392222,White mangrove (Avicennia marina)
0.006908947675777044,0.05712318091548929,0.1773148502472246,0.00011184227725521967,10.656888996771368,0.7916122320932777,0.2635495538297383,0.37207753658476683,VertMammal,0.8627414790408052,0.2592294116406147,65.09856213802225,Killer whale (Orcinus orca)
